Monolayer,Atom_HardnessRB_StDiv,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,CrystSyst_hexagonal,CrystSyst_trigonal,EState_Dist_Hf_EA,EState_Dist_Ti_ENARrev,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_N_f_2,Moment_SpeedSound_1,Moment_TCritical_1,Moment_TCurie_1,Moment_TCurie_3,Moment_ThermalExpansion_1,SG164,SG187,
Cu4H6Cl2O6,0.03729,0.0378,0.2207,0.10794000000000001,0.07907,0.17192000000000002,0.0,0.21882,0.03723,0.13583,0.20035,0.6261800000000001,0.031239999999999997,-0.09767999999999999,0.0,0.36708,0.09291,0.046360000000000005,0.05042,0.14405,0.12517999999999999,0.18939,0.0,0.0030800000000000003,0.14014000000000001,0.013080000000000001,0.20289000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.82721,0.0,0.0,0.0,2.82721,0,0,
Zr2Cl2,0.08353,0.00547,0.02104,0.07066,0.00923,0.25087,0.0,0.30258,0.514,0.08388,0.06732,0.74139,0.01273,-0.09021,0.0,0.36708,0.07596,0.00878,0.05042,0.15329,0.05901,0.34109,0.0,0.11924000000000001,0.14017000000000002,0.007690000000000001,0.21929,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6845299999999999,-1.6845299999999999,0.0,0.0,-1.6845299999999999,0,0,
In2Br2O2,0.08843999999999999,0.07354,0.15084,0.15852,0.12205,0.21584,0.0,0.2392,0.31108,0.13465,0.17507999999999999,0.67064,0.01671,-0.11379,0.0,0.31376,0.10883,0.059820000000000005,0.11107,0.041819999999999996,0.1098,0.46363999999999994,0.0,0.34691,0.02238,0.19118,0.0435,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.91812,0.91812,0.0,0.0,0.91812,0,0,
Nb2O5,0.0736,0.00632,0.21454,0.21885,0.062439999999999996,0.28049,0.0,0.2392,0.48318999999999995,0.1424,0.12455999999999999,0.5602600000000001,0.02325,-0.09218,0.0,0.54578,0.10967,0.0723,0.19471,0.062270000000000006,0.09658,0.32576,0.0,0.16504000000000002,0.22915,0.00573,0.13865,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-2.989,-3.10661,0.0,0.0,-3.10661,0,0,
Cd2Bi2Se4I2,0.033460000000000004,0.01059,0.0694,0.10595,0.05459,0.14201,0.0045,0.21678000000000003,0.07006,0.039310000000000005,0.047889999999999995,0.8597299999999999,0.07134,-0.09112,0.17559,0.38201,0.14492,0.05101,0.15344000000000002,0.12705,0.10607,0.30101,0.026060000000000003,0.16695,0.0,0.02762,0.08043,0,0,0.0,0.0,0.0,0.0,0.0,-2.0377,-5.42529,-7.62506,0.0,0.0,-5.5559400000000005,0,0,
Ta2Ni2Te10,0.03977,0.02373,0.13451,0.1122,0.13616,0.08223,0.00872,0.2383,0.08993,0.060270000000000004,0.04135,0.85814,0.04671,-0.11962,0.12258,0.41538,0.055,0.059210000000000006,0.26225,0.10222,0.09882,0.32323,0.08535,0.0992,0.09593,0.007640000000000001,0.08317999999999999,0,0,0.0,0.0,-1.75,0.0,103.4,-1.86263,-8.443060000000001,-7.573919999999999,-11.36088,-12.299710000000001,-10.14982,0,0,
Bi1Te1Cl1,0.03485,0.007890000000000001,0.04257,0.06015,0.11338,0.27516999999999997,0.0,0.28808,0.11886,0.06888999999999999,0.08148999999999999,0.82595,0.025660000000000002,-0.09112,0.0,0.36708,0.08797999999999999,0.07534,0.05042,0.08649,0.15617999999999999,0.42089,0.0008,0.2182,0.13159,0.10805999999999999,0.18908,0,1,0.0,0.0,0.0,0.0,197.0,2.46862,1.30705,0.0,0.0,0.0,0.0,0,0,
Fe2Mo2Cl2O8,0.08569,0.01385,0.1789,0.15952,0.15150999999999998,0.22480999999999998,0.07896,0.21791999999999997,0.48318999999999995,0.1884,0.20035,0.5602600000000001,0.03084,-0.09767999999999999,0.07906,0.41016,0.10528,0.06332,0.05042,0.17773,0.09473,0.26354,0.18214,0.08774,0.02394,0.0021,0.22557,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.2309900000000003,3.2310000000000003,3.2310000000000003,13.730879999999999,3.2310000000000003,0,0,
Lu4H12O12,0.06289,0.014830000000000001,0.017730000000000003,0.12519,0.07815,0.23414000000000001,0.0,0.2392,0.25489,0.07839,0.10206,0.59322,0.00748,-0.10563,0.0,0.30301,0.08429,0.01685,0.19471,0.0,0.11749000000000001,0.18939,0.0,0.0030800000000000003,0.06426,0.40341,0.0056700000000000006,0,0,0.0,0.0,0.0,0.0,0.0,5.200019999999999,3.49338,4.49145,0.0,0.0,4.49145,0,0,
Nb1Se2-T1,0.00782,0.00495,0.10885,0.10197,0.08019,0.13821,0.011170000000000001,0.25301,0.07006,0.03356,0.00577,0.86965,0.03419,-0.09218,0.3024,0.54578,0.0772,0.04165,0.33255,0.04741,0.03648,0.32576,0.03372,0.16504000000000002,0.10217999999999999,0.00573,0.1258,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.66533,0.0,0.0,0.0,2.3031099999999998,1,0,
La1Br2,0.05417999999999999,0.00344,0.07633,0.0249,0.045,0.26963000000000004,0.0,0.37998000000000004,0.047760000000000004,0.059379999999999995,0.03399,0.8950600000000001,0.01239,-0.10328,0.0,0.31376,0.06837,0.05297999999999999,0.1826,0.0,0.01111,0.43044,0.0,0.0,0.07268,0.01615,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.04835,2.04835,0.0,0.0,2.04835,0,1,
Ni1I2,0.007540000000000001,0.02204,0.06079,0.15796,0.13454000000000002,0.09905,0.0,0.2383,0.02791,0.016030000000000003,0.02559,0.91294,0.04983,-0.09766,0.0,0.41538,0.0673,0.012240000000000001,0.55776,0.0,0.03317,0.32323,0.0,0.0992,0.16158,0.007640000000000001,0.0,0,1,0.0,0.0,0.5,0.0,0.0,0.0,1.9646299999999999,0.0,1.9646299999999999,11.50384,1.9646299999999999,1,0,
Fe2Mo2Cl2O8-T1,0.08569,0.01385,0.1789,0.15952,0.15150999999999998,0.22480999999999998,0.07896,0.21791999999999997,0.48318999999999995,0.1884,0.20035,0.5602600000000001,0.03084,-0.09767999999999999,0.07906,0.41016,0.10528,0.06332,0.05042,0.17773,0.09473,0.26354,0.18214,0.08774,0.02394,0.0021,0.22557,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.77414,1.6848299999999998,1.6848299999999998,13.73845,1.6848299999999998,0,0,
W2O4F4,0.13910999999999998,0.00018,0.0168,0.21045,0.22775,0.2313,0.0,0.19345,0.48318999999999995,0.15565,0.18967,0.5602600000000001,0.030369999999999998,-0.09781000000000001,0.0,0.58465,0.1333,0.07577,0.19471,0.12429000000000001,0.22621,0.30468,0.0,0.26784,0.33941,0.10361,0.14209000000000002,0,0,0.0,0.0,0.0,0.0,0.0,1.95606,11.87955,11.87955,0.0,0.0,11.87955,0,0,
Bi2Pb2Se5,0.02465,0.5320199999999999,0.03081,0.07061,0.026660000000000003,0.09921,0.07175,0.25301,0.07006,0.022080000000000002,0.00465,0.86965,0.06725,-0.09112,0.13267,0.38201,0.1391,0.02538,0.10034,0.15319000000000002,0.16154000000000002,0.38035,0.00283,0.16695,0.023569999999999997,0.10805999999999999,0.08077999999999999,0,1,0.0,0.0,0.0,0.0,0.0,2.75888,1.3859299999999999,1.06189,0.0,0.0,1.3131899999999999,1,0,
Mg1Br2,0.00642,0.024069999999999998,0.0234,0.22459,0.19417,0.07515,0.0,0.2626,0.01948,0.00225,0.06765,0.92725,0.26292,-0.11107,0.0,0.31376,0.16625,0.07117000000000001,0.92304,0.0,0.07512,0.32424000000000003,0.0,0.02292,-0.02414,0.02732,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.92261,0.0,0.0,0.0,1.92261,1,0,
Cr1P2S7,0.02793,0.00924,0.07844,0.02723,0.16897,0.07131,0.0,0.21486999999999998,0.01961,0.15829000000000001,0.037469999999999996,0.9450700000000001,0.031760000000000004,-0.10654000000000001,0.0,0.48265,0.1274,0.02376,0.7711399999999999,0.0,0.0357,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.30259,0.0,0.0,0.0,-1.30259,0,0,
Ge2Sb2-T1,0.025769999999999998,0.00037,0.03993,0.17188,0.04513,0.08225,0.0062,0.33357,0.04877,0.009559999999999999,0.0012699999999999999,0.90345,0.07943,-0.09651,0.0,0.38706,0.07925,0.06287000000000001,0.33402,0.16764,0.00025,0.45556,0.0,0.07585,0.17817,0.07647000000000001,0.00282,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.25834,0.0,0.0,0.0,0.7254,0,1,
Sc2P2S8,0.050339999999999996,0.00685,0.06756000000000001,0.06717999999999999,0.15837,0.12832000000000002,0.0,0.31806999999999996,0.0,0.14165,0.05799,0.0,0.04452,-0.10654000000000001,0.0,0.48265,0.17199,0.0077,0.0,0.0,0.0512,0.34954,0.0,0.04593,0.03449,0.0083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6439999999999997,0.0,0.0,3.6439999999999997,0,0,
Ge8S16,0.02122,0.0033200000000000005,0.02635,0.06471,0.08488,0.061329999999999996,0.0,0.4369,0.03533,0.00533,0.0513,0.9196799999999999,0.07917,-0.13310999999999998,0.0,0.48265,0.04506,0.11367000000000001,0.6693100000000001,0.0,0.0417,0.54573,0.0,0.07585,0.38443,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3796699999999995,0.0,0.0,0.0,3.3796699999999995,0,0,
Cr3O8,0.062270000000000006,0.01034,0.21318,0.10325,0.09439,0.17794000000000001,0.0,0.21486999999999998,0.48318999999999995,0.16509000000000001,0.11448,0.5602600000000001,0.03815,-0.33985,0.0,0.30301,0.03543,0.04081,0.19471,0.25672,0.059789999999999996,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.05372999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.231269999999999,0.0,0.0,0.0,4.04798,0,0,
Co2H4Se2O8-T1,0.0732,0.01721,0.14595,0.10449000000000001,0.11617000000000001,0.15404,0.0014199999999999998,0.18070999999999998,0.27663000000000004,0.14264000000000002,0.14424,0.59322,0.04175,-0.13998,0.11441,0.38201,0.08148,0.03071,0.19471,0.13617,0.08069,0.18939,0.13191,0.0030800000000000003,0.09547,0.006509999999999999,0.04163,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45971,0.0,0.16879,10.88995,1.8768099999999999,0,0,
Sn1F4,0.10355,0.012830000000000001,0.10960999999999999,0.06923,0.09944,0.21095,0.0,0.19345,0.06989,0.15779,0.05774,0.86361,0.02823,-0.09781000000000001,0.0,0.27971,0.022369999999999998,0.018690000000000002,0.25895999999999997,0.0,0.15254,0.38636,0.0,0.19525,0.09458,0.06068,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
V4O10-T1,0.0,0.00935,0.2058,0.12333,0.00762,0.19641,0.0,0.2392,0.48318999999999995,0.12568,0.12292,0.5602600000000001,0.052539999999999996,-0.09679,0.0,0.30301,0.034960000000000005,0.0357,0.19471,0.16324,0.05012,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.08517000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55795,-1.47062,0.0,0.0,-1.47062,0,0,
Sc2I6O18,0.08226,0.00795,0.18642999999999998,0.2139,0.16283,0.13473,0.0,0.2392,0.48318999999999995,0.14844000000000002,0.16668,0.5602600000000001,0.02698,-0.09766,0.0,0.30301,0.0642,0.06621,0.19471,0.0,0.13239,0.34954,0.0,0.04593,0.03449,0.0083,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.45779,4.91558,0.0,0.0,4.91558,0,0,
Hf1Te2,0.013130000000000001,0.00266,0.11495999999999999,0.04767,0.12814,0.01807,0.0,0.2624,0.08993,0.0615,0.01796,0.85814,0.01272,-0.1107,0.0,0.32337,0.07198,0.08324,0.26225,0.01396,0.07311000000000001,0.33058000000000004,0.009909999999999999,0.2182,0.10465999999999999,0.13139,0.0365,1,0,0.13695,0.0,0.0,0.0,197.0,1.8883900000000002,3.33437,4.5791,0.0,0.0,4.5791,0,1,
Sr1Th1Br6,0.027360000000000002,0.0062,0.059739999999999994,0.05415,0.050069999999999996,0.29822,0.44888999999999996,0.37998000000000004,0.04272,0.12236,0.04543,0.8951899999999999,0.13746,-0.09958,0.16274,0.31376,0.10151,0.04745,0.16621,0.0,0.13893,0.55978,0.0,0.09183999999999999,0.00433,0.00498,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41762,0,0,
Ag2F4,0.11227000000000001,0.01048,0.22785,0.13105,0.16025,0.29036999999999996,0.0,0.19345,0.05292,0.19569,0.0491,0.8661,0.022269999999999998,-0.09781000000000001,0.0,0.30964,0.04047,0.04423,0.23539000000000002,0.0,0.18175,0.38636,0.0,0.24553000000000003,0.12915,0.015,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.69459,0.0,0.0,0.0,10.69459,0,0,
Ta1Se2,0.061439999999999995,0.0015199999999999999,0.10072,0.15508,0.04568,0.08553,0.00131,0.25132,0.07006,0.03285,0.01905,0.86965,0.01051,-0.1405,0.03168,0.38201,0.08091,0.00229,0.33207,0.04763,0.16887,0.33434,0.06307,0.16695,0.09593,0.19969,0.18544000000000002,1,0,0.0,0.0,0.0,0.0,0.0,1.6499,2.86333,4.0007,0.0,0.0,2.42068,0,1,
Al2H6O6,0.07721,0.01873,0.12111,0.05032,0.05789,0.08184,0.0,0.2392,0.02659,0.06596,0.09759,0.6261800000000001,0.00703,-0.14207,0.0,0.30301,0.08482999999999999,0.0101,0.19471,0.3487,0.04452,0.18939,0.0,0.0030800000000000003,0.03506,0.032510000000000004,0.024659999999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.04826,1.31044,0.0,0.0,1.31044,0,0,
Cd2P2S6-T1,0.0321,0.01086,0.02169,0.02684,0.16988,0.08999,0.0,0.21678000000000003,0.06359,0.14135,0.06486,0.8498,0.07301,-0.10654000000000001,0.0,0.48265,0.19839,0.011179999999999999,0.21116999999999997,0.0,0.04367,0.30101,0.0,0.21894,0.0,0.02762,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34742,-0.34742,0.0,0.0,-0.34742,0,0,
Bi3Se4,0.00557,0.0071,0.009890000000000001,0.08151,0.03312,0.10542,0.0045,0.25301,0.07006,0.01204,0.00073,0.86965,0.005370000000000001,-0.09112,0.13267,0.38201,0.10865,0.00214,0.15344000000000002,0.1384,0.13158,0.38035,0.00157,0.16695,0.10217999999999999,0.10805999999999999,0.0971,0,1,0.0,0.0,0.0,0.0,0.0,2.51065,1.5788799999999998,0.0,0.0,0.0,1.5920100000000001,1,0,
Nd2Br6,0.09491000000000001,0.03508,0.09379,0.01272,0.00233,0.28841999999999995,0.0,0.37998000000000004,0.07899,0.03879,0.05012,0.88565,0.049139999999999996,-0.09794,0.0,0.31376,0.1167,0.053829999999999996,0.18664,0.0,0.02191,0.41171,0.0,0.22849,0.031580000000000004,0.054079999999999996,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.30451,1.02372,0.0,0.0,0.0,1.02372,0,0,
Zr2Te10,0.03047,0.00349,0.03149,0.0856,0.10425,0.0318,0.0,0.28808,0.08993,0.01499,0.014169999999999999,0.85814,0.03248,-0.09021,0.0,0.32337,0.04033,0.06441000000000001,0.26225,0.03531,0.026330000000000003,0.34109,0.006659999999999999,0.11924000000000001,0.14017000000000002,0.007690000000000001,0.01925,0,0,0.0,0.0,0.0,0.0,-7.0,0.0,1.01263,1.01263,0.0,0.0,1.01263,0,0,
Ti1Nb1S4,0.0488,0.00745,0.09032000000000001,0.12991,0.07892,0.16976,0.11085,0.26728,0.02646,0.04423,0.05535,0.925,0.05467999999999999,-0.09218,0.0,0.54578,0.17456,0.05272999999999999,0.33255,0.13857,0.04515,0.29120999999999997,0.01976,0.05745,0.01719,0.00573,0.08825,0,0,0.0,-3.6465400000000003,0.0,0.0,0.0,0.0,-4.586530000000001,-2.9579,0.0,0.0,-4.43042,0,0,
Y2Br6,0.01873,0.005,0.00484,0.08606,0.03295,0.24803000000000003,0.0,0.36727,0.0307,0.06808,0.03961,0.9162299999999999,0.00713,-0.11059000000000001,0.0,0.31376,0.08881,0.046939999999999996,0.29448,0.0,0.02036,0.4022,0.0,0.0958,0.054189999999999995,0.00715,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6026300000000004,-3.6026300000000004,0.0,0.0,-3.6026300000000004,0,0,
In8Te8Cl8,0.052779999999999994,0.07296,0.04048,0.05504,0.11640999999999999,0.26189,0.0,0.28808,0.13897,0.06888999999999999,0.08148999999999999,0.78101,0.027639999999999998,-0.09767999999999999,0.0,0.36708,0.12737,0.09408,0.05042,0.08907000000000001,0.10612,0.42089,0.00488,0.2182,0.02238,0.13139,0.23521999999999998,0,0,0.0,0.0,0.0,0.0,220.04762000000002,0.0,-12.8545,-12.8545,0.0,0.0,-12.8545,0,0,
Np1O2F2,0.03258,0.022090000000000002,0.11547,0.21316999999999997,0.20565,0.3006,0.0,0.19345,0.48318999999999995,0.23471,0.18967,0.5602600000000001,0.028939999999999997,-0.09781000000000001,0.0,0.30301,0.09685,0.00201,0.19471,0.0,0.37091999999999997,0.38636,0.0,0.41557,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,3.6337800000000002,2.09796,0.0,0.0,0.0,0.0,0,0,
Sn1P2S6,0.038130000000000004,0.011590000000000001,0.02905,0.03478,0.17484,0.09112,0.0,0.4461,0.06989,0.11270999999999999,0.054920000000000004,0.86361,0.04846,-0.10654000000000001,0.0,0.48265,0.12412999999999999,0.013640000000000001,0.25895999999999997,0.0,0.0842,0.56952,0.0,0.19525,0.09458,0.06068,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.03377,3.03377,0.0,0.0,3.03377,0,0,
Ge2Se2,0.012740000000000001,0.00305,0.02595,0.08939,0.11785999999999999,0.0188,0.0148,0.25301,0.0527,0.016,0.00952,0.8946700000000001,0.08367000000000001,-0.13310999999999998,0.0,0.38706,0.00252,0.09579,0.43311000000000005,0.1181,0.04836,0.38035,0.0,0.07585,0.10217999999999999,0.7690100000000001,0.09372,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9869,0.0,0.0,0.0,-0.9869,0,0,
Na2U1I6,0.02309,0.037880000000000004,0.13414,0.25381,0.22208000000000003,0.2528,0.01037,0.11002999999999999,0.023219999999999998,0.09658,0.04881,0.89885,0.015969999999999998,-0.09766,0.0,0.27260999999999996,0.10615999999999999,0.07126,0.2239,0.17448,0.16625,0.30096,0.02584,0.03298,0.01346,0.00734,0.07489,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2903,0.0,0.0,0.0,1.75462,0,0,
Pb2O2,0.10071000000000001,0.5333899999999999,0.08334,0.12625999999999998,0.14418,0.25608000000000003,0.0,0.2392,0.32177,0.13091,0.12344000000000001,0.6709999999999999,0.07174,-0.11238,0.0,0.30301,0.12195,0.0047799999999999995,0.10034,0.047189999999999996,0.25285,0.51115,0.0,0.57455,0.023569999999999997,0.15596,0.07254,0,0,0.0,0.0,0.0,0.0,0.0,6.1918,1.01969,1.01969,0.0,0.0,1.01969,0,0,
La4Sb4S8Br8,0.041839999999999995,0.00396,0.06755,0.07937999999999999,0.06364,0.21481,0.01678,0.33357,0.054979999999999994,0.059379999999999995,0.09807,0.8911399999999999,0.02393,-0.09651,0.0,0.48265,0.11790999999999999,0.055999999999999994,0.1826,0.07571,0.03433,0.43044,0.00533,0.16165,0.07268,0.01615,0.07132999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.60486,3.60486,0.0,0.0,3.60486,0,0,
In4Te4Cl4O12,0.08834,0.07354,0.1432,0.15563,0.16672,0.24756,0.0,0.2392,0.48318999999999995,0.13626,0.20035,0.5603199999999999,0.01994,-0.09767999999999999,0.0,0.36708,0.09307,0.08461,0.05042,0.06842000000000001,0.11177999999999999,0.42089,0.00488,0.2182,0.02238,0.13139,0.23551,0,0,0.0,0.0,0.0,0.0,15.666670000000002,0.0,12.92763,12.92763,0.0,0.0,12.92763,0,0,
Ge2As2,0.04502,0.00215,0.06412999999999999,0.11764000000000001,0.01045,0.00866,0.0,0.27326999999999996,0.03533,0.01857,0.00197,0.9196799999999999,0.07908,-0.11509000000000001,0.0,0.38706,0.09232,0.05725,0.6693100000000001,0.0,0.03381,0.38873,0.0,0.07585,0.38443,0.7258600000000001,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9036799999999998,0.0,0.0,0.0,1.9036799999999998,0,1,
Bi2Te2Se1,0.018080000000000002,0.0071,0.027739999999999997,0.060160000000000005,0.09617,0.08661,0.0045,0.25301,0.08993,0.02742,0.00073,0.85814,0.00914,-0.09112,0.13267,0.38201,0.09096,0.07966000000000001,0.15344000000000002,0.10240999999999999,0.10993,0.38035,0.00119,0.16695,0.10217999999999999,0.10805999999999999,0.08475,0,1,0.0,0.0,0.0,0.0,197.0,1.8728599999999997,1.37943,0.0,0.0,0.0,1.70838,1,0,
Ba2N1,0.17957,0.00343,0.10363,0.14928,0.35262,0.0,0.0,0.16783,0.059410000000000004,0.3012,0.13014,0.8546299999999999,0.17765999999999998,-0.11277000000000001,0.0,0.02192,0.27032,0.0053,0.11497,0.0,0.07056,0.30413,0.0,0.1676,0.01314,0.024630000000000003,0.07975,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.08505,0.0,0.0,0.0,0.9923200000000001,1,0,
Cr2P2S8,0.02657,0.00924,0.09527999999999999,0.02525,0.1566,0.08861000000000001,0.0,0.21486999999999998,0.01961,0.15829000000000001,0.037469999999999996,0.9450700000000001,0.039389999999999994,-0.10654000000000001,0.0,0.48265,0.12893,0.02853,0.7711399999999999,0.0,0.03307,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.01799,0.0,0.0,0.0,2.01799,0,0,
Ta4Se2,0.061439999999999995,0.0015199999999999999,0.10072,0.15508,0.04568,0.08553,0.00131,0.25132,0.13806,0.03285,0.01905,0.9077,0.01051,-0.1405,0.03168,0.38201,0.08091,0.00229,0.33207,0.04763,0.16887,0.33434,0.06307,0.16695,0.09593,0.19969,0.18544000000000002,0,0,0.0,0.0,0.0,0.0,0.0,2.54251,0.8475,0.8475,0.0,0.0,0.8475,0,0,
Ge1Te1,0.00148,0.00187,0.0053,0.14279,0.19047999999999998,0.12869,0.0,0.28808,0.06262999999999999,0.04342,0.00945,0.8889100000000001,0.08846,-0.13310999999999998,0.0,0.38706,0.03184,0.01595,0.26225,0.20353,0.01235,0.42089,0.0,0.07585,0.38443,0.13139,0.01788,0,1,0.0,0.0,0.0,0.0,107.0,0.0,1.32918,0.0,0.0,0.0,1.9716099999999999,0,0,
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18008,0.00598,0.0,0.0,1.0,0.0,0.0,0.0,0.75369,0.0,0.0,0.0,0.0,0.0,0.29012,0.0,0.00536,0.33261999999999997,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.28004,0.0,0.0,0.0,1.28004,0,0,
Ge4As4Se4-T1,0.0379,0.00305,0.05268,0.10028,0.11635999999999999,0.022930000000000002,0.0148,0.25301,0.0527,0.03456,0.00952,0.8946700000000001,0.07681,-0.11509000000000001,0.0,0.38706,0.08587,0.0787,0.43311000000000005,0.1181,0.040510000000000004,0.38035,0.00249,0.07585,0.10217999999999999,0.7258600000000001,0.09372,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75932,0.0,0.0,0.0,-2.36695,0,0,
Ni1S2,0.0055899999999999995,0.02248,0.13840999999999998,0.02299,0.06915,0.07031,0.0,0.2383,0.02791,0.03475,0.06408,0.91294,0.05741,-0.11962,0.0,0.48265,0.03171,0.052070000000000005,0.55776,0.0,0.04765,0.32323,0.0,0.0992,0.16158,0.007640000000000001,0.0,1,0,0.0,0.0,2.65,0.0,0.0,0.0,4.06285,0.0,4.06285,0.0,4.06285,0,1,
Ti6H4O14,0.11528,0.014769999999999998,0.15525999999999998,0.01741,0.022969999999999997,0.14296,0.0,0.2392,0.48318999999999995,0.13664,0.13235999999999998,0.5602600000000001,0.05545,-0.09711,0.0,0.30301,0.11807000000000001,0.0033299999999999996,0.19471,0.19016,0.043460000000000006,0.18939,0.0,0.0030800000000000003,0.01719,0.00618,0.057710000000000004,0,0,0.0,-40.50225,0.0,0.0,0.0,0.0,-2.81414,-2.66261,0.0,0.0,-2.66261,0,0,
Sc2Cl6,0.06131,0.007370000000000001,0.032080000000000004,0.09244,0.04433,0.23631999999999997,0.0,0.31806999999999996,1.0,0.08108,0.06535,0.56038,0.02963,-0.09767999999999999,0.0,0.36708,0.13332,0.02508,0.05042,0.0,0.00074,0.34954,0.0,0.04593,0.03449,0.0083,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.58754,1.58754,0.0,0.0,1.58754,0,0,
Ni1H2O2,0.061279999999999994,0.02358,0.20931999999999998,0.08384,0.04995,0.14573,0.0,0.2383,0.02791,0.13291,0.14109000000000002,0.6261800000000001,0.0472,-0.11962,0.0,0.41538,0.10782,0.0529,0.19471,0.17114000000000001,0.11955,0.18939,0.0,0.0030800000000000003,0.16158,0.007640000000000001,0.05181,0,0,0.0,0.0,5.58333,0.0,0.0,0.0,3.3189599999999997,0.0,4.23862,9.56643,4.23862,0,0,
U2Br2O4,0.05641,0.03942,0.17449,0.24884,0.2336,0.38786,0.0,0.2392,0.48318999999999995,0.21345999999999998,0.17507999999999999,0.5602600000000001,0.016919999999999998,-0.11379,0.0,0.31376,0.11350999999999999,0.055279999999999996,0.19471,0.01376,0.19871,0.30096,0.0,0.40829,0.01346,0.00734,0.07725,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.99927,1.99927,0.0,0.0,1.99927,0,0,
