Monolayer,Atom_HardnessRB_StDiv,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,CrystSyst_hexagonal,CrystSyst_trigonal,EState_Dist_Hf_EA,EState_Dist_Ti_ENARrev,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_N_f_2,Moment_SpeedSound_1,Moment_TCritical_1,Moment_TCurie_1,Moment_TCurie_3,Moment_ThermalExpansion_1,SG164,SG187,
Re4S8,0.06004,0.00131,0.11469,0.1415,0.12033,0.02656,0,0.20451,0.10922,0.01122,0.07257,0.92921,0.01884,-0.12556,0,0.48265,0.22295,0.00989,0.47687,0,0.17924,0.25978,0,0.26857,0.00453,0.10497,0,0,0,0,0,0,0,0,2.8551,6.39183,6.39183,0,0,6.39183,0,0,
Nb2C1S2,0.03937,0.0054,0.1295,0.28044,0.21237,0.23044,0.0028,0.18008,0.03202,0.24779,0.04755,0.90637,0.04915,-0.09218,0,0.75369,0.09986,0.36789,0.33255,0,0.07736,0.29012,0,0.00536,0.22915,0.00573,0.02738,0,1,0,0,0,0,0,0,1.42281,0.82481,0,0,1.09468,1,0,
Ti1S2-T1,0.06284,0.00745,0.05796,0.08893,0.09547,0.07164,0,0.26728,0.0209,0.03848,0.05535,0.94363,0.06725,-0.09711,0,0.48265,0.21292,0.00676,0.60968,0,0.04084,0.29121,0,0.05745,0.01719,0.00618,0,0,1,0,-1.17398,0,0,0,0,1.70413,1.70413,0,0,1.70413,1,0,
Si6H2,0.0826,0.01003,0.17408,0,0,0,0,0.4086,0.0637,0,0,0.81742,0,-0.10868,0,0.52772,0.16921,0.20331,0.46941,0,0.05612,0.18939,0,0.00308,1,0.08081,0.42467,0,1,0,0,0,0,0,0,0.96797,0,0,0,0.96797,1,0,
Hf1S2,0.0095,0.00121,0.09361,0.02224,0.03342,0.16459,0,0.2624,0.14866,0.02341,0.02389,0.89797,0.00848,-0.1107,0,0.48265,0.14707,0.01539,0.29186,0,0.10317,0.33058,0,0.28074,0.10466,0.41113,0,1,0,0.06116,0,0,0,0,1.67043,4.05058,4.05058,0,0,4.05058,0,1,
Nb3Ir1S8,0.04904,0.00657,0.12217,0.11687,0.07788,0.22198,0.00449,0.27783,0.03202,0.04898,0.06253,0.90637,0.03199,-0.09218,0.43654,0.87424,0.10691,0.08331,0.33255,0.01015,0.18345,0.32576,0.40201,0.16504,0.22915,0.00573,0.04388,0,0,0,0,0,0,0,2.6809,5.81145,6.09983,0,0,5.89454,0,0,
Ta4Se12,0.05644,0.00152,0.09252,0.14245,0.04196,0.07857,0.00131,0.25132,0.07006,0.03285,0.01905,0.86965,0.00965,-0.1405,0.03168,0.38201,0.07432,0.0021,0.33207,0.04375,0.15512,0.33434,0.05794,0.16695,0.09593,0.19969,0.17034,0,0,0,0,0,0,0,-1.76165,-4.70633,-4.70633,0,0,-4.70633,0,0,
Co1Cl2-T1,0.03854,0.01662,0.04071,0.06365,0.02531,0.17225,0,0.18071,1,0.07528,0.05611,0.56038,0.03529,-0.09768,0,0.36708,0.06211,0.0026,0.05042,0.22294,0.06217,0.23049,0,0.10284,0.09547,0.00651,0.25001,0,1,0,0,0,0,0,0,1.67284,0,1.7428,11.33449,1.7428,1,0,
Tl2Pb2I6,0.0284,0.53185,0.11424,0.11301,0.04465,0.21892,0.00009,0.20833,0.18338,0.02038,0.04324,0.76174,0.06308,-0.09766,0.01313,0.27261,0.10507,0.07325,0.06667,0.01683,0.07374,0.3495,0.00121,0.2404,0.02357,0.15596,0.02467,0,0,0,0,0,0,0,-1.13841,-4.38849,-3.8929,0,0,-4.70385,0,0,
Sr2La2I10,0.02951,0.00411,0.07218,0.11172,0.05492,0.23118,0.44746,0.41239,0.04776,0.04859,0.02559,0.89506,0.14935,-0.09766,0.09045,0.27261,0.09395,0.06768,0.1826,0,0.09141,0.43044,0,0.09184,0.00433,0.01615,0,0,0,0,0,0,0,0,0,-2.77577,-2.77577,0,0,-8.37644,0,0,
Pr1Re2O8,0.12306,0.009,0.07296,0.21679,0.2016,0.20182,0.44737,0.20451,0.48319,0.13484,0.14958,0.56026,0.03604,-0.10014,0.30555,0.30301,0.11248,0.01223,0.17943,0.10957,0.20128,0.25978,0.12939,0.23684,0.00453,0.04095,0.10653,0,1,0,0,0,0,0,2.97648,1.818,1.56684,0,0,2.11647,0,0,
U2Te10-T1,0,0.03687,0.01688,0.07431,0.04083,0.13479,0,0.28808,0.08993,0.0772,0.00044,0.85814,0.02682,-0.23503,0,0.32337,0.10388,0.08351,0.2239,0.01429,0.10342,0.30096,0.02641,0.2182,0.01346,0.00734,0.03704,0,0,0,0,0,0,-74.2,5.17701,2.11469,2.11469,0,0,2.11469,0,0,
Li2Fe2F8,0.13227,0.01399,0.18867,0.07195,0.08309,0.17795,0.00409,0.05675,0.01603,0.18732,0.04111,0.93461,0.02176,-0.09781,0,0.22378,0.07439,0.00349,0.54345,0,0.06956,0.26354,0.10394,0.00825,0.02394,0.00573,0.0481,0,0,0,0,0,0,0,0,-0.69329,0,-1.50574,-3.77105,-0.3074,0,0,
Li4Te2O6,0.09582,0.00716,0.21583,0.16235,0.1964,0.23707,0,0.05675,0.28656,0.13626,0.11886,0.7092,0.01559,-0.34951,0,0.32337,0.1069,0.08481,0.19471,0.02925,0.0914,0.35252,0.00171,0.00825,0.02514,0.12064,0.09948,0,0,0,0,0,0,134.66667,0,-4.56574,-4.80582,0,0,-4.80582,0,0,
Pb1I2,0.02206,0.53185,0.11218,0.12277,0.04856,0.19476,0,0.40502,0.16034,0.01403,0.04324,0.78174,0.07027,-0.09766,0,0.27261,0.10064,0.07024,0.10034,0,0.08938,0.52273,0,0.2404,0.02357,0.15596,0,0,1,0,0,0,0,0,3.94402,2.27708,2.27708,0,0,2.27708,1,0,
Ru1Cl2O1,0.04217,0.0076,0.17289,0.13659,0.12297,0.27822,0,0.19815,0.7416,0.17261,0.20035,0.56038,0.01487,-0.09768,0,0.56821,0.09983,0.06399,0.05042,0.16782,0.11084,0.25413,0,0.11885,0.30593,0.00198,0.29099,0,0,0,0,0,0,0,0,-0.17525,0.0263,0,0,0.0263,0,0,
Sb2Te3,0.0267,0.00224,0.03393,0.02851,0.14241,0.0455,0,0.28808,0.08993,0.03386,0.00818,0.85814,0.00885,-0.09651,0,0.32337,0.04645,0.04597,0.26225,0.03516,0.01234,0.42089,0.00737,0.16165,0.17817,0.07647,0.02028,0,1,0,0,0,0,197,0,0.50227,0,0,0,1.07724,1,0,
Al4Cd2Cl16,0.04672,0.01814,0.03435,0.15421,0.12889,0.14002,0,0.21678,1,0.08219,0.10275,0.56038,0.04454,-0.09768,0.34365,0.36708,0.13181,0.0267,0.05042,0.36225,0.04777,0.30101,0.06904,0.03313,0,0.02762,0.25768,0,0,0,0,0,0,0,0,4.62162,4.75764,0,0,5.28974,0,0,
Yb1I2,0.01508,0.00153,0.1702,0.09999,0.10311,0.22476,0,0.49634,0.25381,0.03611,0.06461,0.83805,0.06313,-0.09766,0,0.27261,0.12851,0.07578,0.15082,0,0.00089,0.57471,0,0.2404,0,0.98718,0,0,1,0,0,0,0,0,3.84203,2.2182,0,0,0,2.2182,1,0,
As4O6,0.04005,0.00227,0.08213,0.15904,0.02533,0.13364,0,0.2392,0.48319,0.07427,0.12634,0.56026,0.00582,-0.11509,0,0.30301,0.04927,0.07288,0.19471,0,0.08107,0.38873,0,0.108,0,0.72586,0,0,0,0,0,0,0,0,0,-2.0783,0,0,0,0,0,0,
Nb2Te10Pd2,0.05853,0.00658,0.06555,0.04388,0.11822,0.02619,0.01412,0.24625,0.08993,0.02012,0.02833,0.85814,0.03416,-0.09218,0.16028,0.54578,0.10016,0.06055,0.25886,0.02483,0.06924,0.32576,0.04157,0.16504,0.08914,0.00573,0.02662,0,0,0,0,0,-6.8,-384.73333,0,-0.83757,-1.88694,0,0,-0.72119,0,0,
Hf3Te2,0.01364,0.00266,0.11947,0.04954,0.13316,0.01878,0,0.2624,0.14866,0.0615,0.01796,0.89797,0.01322,-0.1107,0,0.32337,0.0748,0.08651,0.26225,0.01451,0.07598,0.33058,0.0103,0.2182,0.10466,0.13139,0.03793,0,0,0.18918,0,0,0,197,2.46906,0.7823,1.23453,0,0,1.23453,0,0,
Ta2Pd1S6,0.07887,0.00928,0.09642,0.15128,0.0188,0.16977,0.00164,0.24625,0.13806,0.08039,0.07018,0.9077,0.02217,-0.10915,0.1738,0.48265,0.13399,0.02363,0.25886,0.03451,0.1531,0.33434,0.01125,0.23575,0.08914,0.00921,0.10636,0,0,0,0,0,1.25,0,-0.82158,-2.75918,-1.33484,0,0,-3.54939,0,0,
Ce2Si2I2,0.05356,0.00395,0.09359,0.2692,0.2462,0.28315,0.00898,0.4086,0.06522,0.10725,0.07164,0.84687,0.05484,-0.09495,0,0.52772,0.13402,0.18784,0.15641,0.1565,0.11823,0.52355,0.04217,0.0192,0.18652,0.02943,0.44261,0,1,0,0,0,0,0,3.5936,1.54401,2.07477,0,0,1.77171,1,0,
Ta2Ag1F12,0.12484,0.01049,0.12003,0.20587,0.11656,0.23806,0.00552,0.19345,0.13806,0.19569,0.08993,0.9077,0.03716,-0.09781,0.14079,0.30964,0.02236,0.03222,0.23539,0.04558,0.19011,0.33434,0.14933,0.24553,0.09593,0.015,0.13164,0,0,0,0,0,0,0,2.42646,4.8517,3.78241,0,0,6.05186,0,0,
Li2V2P6H2O20,0.0532,0.01477,0.15708,0.13097,0.07207,0.12302,0.06436,0.05675,0.48319,0.12568,0.12292,0.56026,0.02999,-0.09679,0,0.30301,0.06996,0.01906,0.19471,0.10388,0.04353,0.18939,0.02218,0.00308,0.02514,0.00646,0.05081,0,0,0,0,0,0,0,0,2.49697,2.49963,0,0,2.49453,0,0,
Si2Bi2,0.0157,0.00373,0.09988,0.28487,0.19819,0.21115,0.01359,0.34979,0.09128,0.08485,0.02449,0.82168,0.06836,-0.09112,0,0.52772,0.18263,0.20141,0.15344,0.15798,0.17601,0.50161,0.04289,0.0192,0.13159,0.08081,0.36657,1,0,0,0,0,0,0,2.40776,1.14973,0,0,0,0.33884,0,1,
Sc1Ag1P2Se6,0.0476,0.00896,0.0926,0.06177,0.19193,0.11247,0.04378,0.23416,0.07006,0.15061,0.05481,0.86965,0.03603,-0.10654,0.33599,0.38201,0.10948,0.03266,0.23539,0.06919,0.08927,0.34954,0.14838,0.04593,0.03449,0.0083,0.03994,0,1,0,0,0,0,0,0,0.38228,3.2494,0,0,0.37657,0,0,
Ce2Te6,0.04284,0.00294,0.02985,0.03894,0.04946,0.07,0,0.28808,0.08993,0.00702,0.01764,0.85814,0.04858,-0.09495,0,0.32337,0.04422,0.09101,0.15641,0.04583,0.03216,0.42089,0.00132,0.20064,0.18652,0.02943,0.07754,0,0,0,0,0,0,8.66667,14.56268,3.32028,3.32028,0,0,3.32028,0,0,
Mn1Au1O2,0.09727,0.0121,0.0695,0.16676,0.1729,0.24127,0.03066,0.2392,0.38965,0.15596,0.15506,0.69527,0.06903,-0.13153,0.14876,0.70757,0.33455,0.10385,0.15975,0.22747,0.33695,0.39339,0.14783,0.0937,-0.08623,0.00542,0.09768,0,0,0,0,0,0,0,0,-2.63801,0,0,0,-3.0688,0,0,
Hf2Se6,0.00026,0.00148,0.08771,0.00246,0.05481,0.07857,0.00048,0.25301,0.07006,0.03408,0.01789,0.86965,0.00753,-0.1107,0.00075,0.38201,0.09151,0.00732,0.29186,0.06116,0.09834,0.33058,0.00978,0.16695,0.10218,0.41113,0.13018,0,0,-0.18294,0,0,0,0,-1.86829,-1.5607,-0.86289,0,0,-1.72393,0,0,
V2H3O5,0.01176,0.01477,0.17921,0.12333,0.00762,0.19641,0,0.2392,0.25489,0.12568,0.12292,0.59322,0.05254,-0.09679,0,0.30301,0.07217,0.03151,0.19471,0.16324,0.06593,0.18939,0,0.00308,0.11717,0.00646,0.07727,0,0,0,0,0,0,0,0,-5.81711,-6.11288,0,0,-6.11288,0,0,
Ho2Br2O2-T1,0.13822,0.00083,0.15473,0.16704,0.11857,0.28033,0,0.2392,0.30278,0.09603,0.17508,0.72943,0.04365,-0.09813,0,0.31376,0.10552,0.05468,0.19471,0.02773,0.10112,0.38298,0,0.24604,0.05647,0.21313,0.11967,0,0,0,0,0,0,0,3.1034,0.954,0,0.954,13.12612,0.954,0,0,
Te4Mo2,0,0.00412,0.06386,0.02038,0.01038,0.01402,0,0.23976,0.08993,0.05214,0.00158,0.85814,0.03007,-0.34951,0,0.41016,0.04091,0.02422,0.26225,0.13322,0.02182,0.30372,0.27143,0.12842,0.29131,0.0021,0.00079,0,0,0,0,0,0,-265,0,-2.17278,-2.17278,0,0,-2.17278,0,0,
Ta12Br28,0.07194,0.00098,0.15365,0.09772,0.03301,0.21359,0,0.25132,0.13806,0.01518,0.07534,0.9077,0.02754,-0.11379,0,0.31376,0.04738,0.02446,0.33207,0,0.16452,0.33434,0,0.35984,0.09593,0.19969,0,0,0,0,0,0,0,0,13.15445,8.16119,8.16119,0,0,8.16119,0,0,
Ca2La2I10-T1,0.02959,0.00595,0.06937,0.14279,0.10165,0.21087,0.97166,0.41239,0.03651,0.03606,0.02559,0.90917,0.16534,-0.09325,0.11316,0.27261,0.09508,0.06802,0.1826,0.10579,0.11242,0.43044,0.02225,0.03598,0.00206,0.01615,0.00578,0,0,0,0,0,0,0,0,-6.31257,-9.05811,0,0,-6.12212,0,0,
Ag2O4F2,0.08841,0.01048,0.21213,0.12187,0.134,0.24692,0,0.19345,0.48319,0.19569,0.18967,0.56026,0.02621,-0.09781,0,0.30964,0.03536,0.04175,0.19471,0.01918,0.16183,0.38636,0,0.24553,0.12915,0.015,0.07269,0,0,0,0,0,0,0,0,3.54286,0,0,0,3.54286,0,0,
Ba2P4H8O8,0.07761,0.01477,0.07607,0.16198,0.18209,0.24007,0,0.2392,0.05941,0.15684,0.14424,0.62618,0.13725,-0.10654,0,0.30301,0.09047,0.00154,0.11497,0.0319,0.06061,0.18939,0,0.00308,0.01314,0.02463,0.06042,0,0,0,0,0,0,0,0,2.78967,0,0,0,1.55259,0,0,
As4Se6,0.03163,0.0009,0.03741,0.02768,0.12571,0.02691,0,0.25301,0.07006,0.03456,0.00755,0.86965,0.0045,-0.11509,0,0.38201,0.08798,0.03776,0.43311,0,0.01425,0.38035,0.00244,0.108,0.10218,0.72586,0,0,0,0,0,0,0,0,0,0.71599,0,0,0,0.71599,0,0,
V2Cl2O2,0.04473,0.00935,0.19186,0.13201,0.08694,0.21489,0,0.2392,0.48319,0.12568,0.20035,0.56038,0.04917,-0.09679,0,0.36708,0.05784,0.03658,0.05042,0.21268,0.04833,0.28425,0,0.08139,0.11717,0.00646,0.27313,0,0,0,0,0,0,0,0,0.83434,0.83434,0,0,0.83434,0,0,
V1Se2,0,0.00797,0.09974,0.0023,0.13739,0.05047,0.00258,0.25301,0.07006,0.01685,0.00413,0.86965,0.06475,-0.09679,0.28501,0.38201,0.07373,0.00345,0.43311,0.05796,0.012,0.28425,0.02336,0.08139,0.10218,0.00646,0.06999,0,1,0,0,0,0,0,0,1.17152,1.66768,0,0,0.91884,1,0,
Na4As4O8,0.08506,0.01044,0.29223,0.15722,0.05611,0.11232,0,0.11003,0.48319,0.11801,0.12634,0.56026,0.00684,-0.11392,0,0.30301,0.10399,0.06342,0.19471,0.18824,0.07894,0.38873,0.00631,0.03298,0.01444,0.0565,0.00236,0,0,0,0,0,0,0,0,-10.00089,0,0,0,-10.00117,0,0,
Sr2Bi4O8,0.0796,0.00848,0.12867,0.19069,0.11807,0.27916,0.46015,0.2392,0.48319,0.16546,0.14318,0.56026,0.15054,-0.09112,0.55991,0.30301,0.10657,0.03038,0.15344,0.01945,0.17661,0.50161,0,0.09184,0.00433,0.10806,0.11138,0,0,0,0,0,0,0,-2.18692,-1.65129,0,0,0,-1.65129,0,0,
Pu2I2O2,0.07731,0.00419,0.16567,0.24437,0.16839,0.3403,0,0.2392,0.29203,0.15736,0.16668,0.71758,0.03559,-0.09766,0,0.30301,0.12264,0.07482,0.17309,0.01081,0.15805,0.51115,0,0.2404,0.00401,0.04033,0.01185,0,0,0,0,0,0,0,2.9958,0.9986,0,0,0,0.9986,0,0,
Er1Ag1P2Se6,0.07509,0.01013,0.09735,0.01343,0.18914,0.13205,0.0271,0.23416,0.07006,0.15061,0.05481,0.86965,0.03408,-0.10244,0.15317,0.38201,0.10436,0.03083,0.23539,0.08043,0.08798,0.37921,0.14845,0.16695,0.04785,0.015,0.08215,0,1,0,0,0,0,0,3.81386,0.34564,0,0,11.80395,0.24664,0,0,
Ta2C1S2,0.08907,0.00125,0.09469,0.32378,0.22152,0.17457,0.01528,0.18008,0.13806,0.20356,0.02273,0.9077,0.05649,-0.1405,0,0.75369,0.20336,0.38016,0.33207,0,0.20161,0.29012,0,0.00536,0.09593,0.19969,0.08702,0,1,0,0,0,0,0,1.42528,1.42328,0.82289,0,0,1.11946,1,0,
Sb2As2O8,0.0489,0.00479,0.0915,0.18133,0.05989,0.1793,0,0.2392,0.48319,0.1024,0.12704,0.56026,0.00577,-0.09651,0,0.30301,0.04194,0.06756,0.19471,0.05573,0.0961,0.38873,0.00581,0.108,0.17817,0.07647,0.08874,0,0,0,0,0,0,0,0,1.21222,0,0,0,1.21222,0,0,
Re12Se12Cl12,0.0683,0.00158,0.14052,0.11783,0.13035,0.15115,0.43488,0.20451,0.10922,0.04202,0.08156,0.86965,0.02218,-0.09768,0.08193,0.38201,0.1721,0.03434,0.05042,0.19155,0.21594,0.25978,0.14027,0.16695,0.00453,0.10497,0.25114,0,0,0,0,0,0,0,6.85444,4.93754,4.56692,0,0,5.34922,0,0,
U2H4O8,0.01145,0.03942,0.11354,0.22973,0.22525,0.36366,0,0.2392,0.48319,0.21346,0.11842,0.56026,0.01653,-0.23503,0,0.30301,0.10149,0.00249,0.19471,0.01168,0.1826,0.18939,0,0.00308,0.01346,0.00734,0.05887,0,0,0,0,0,0,0,4.20589,11.7072,11.7072,0,0,11.7072,0,0,
Na2As8Br2O12,0.06363,0.01044,0.20379,0.17426,0.08617,0.12348,0,0.11003,0.48319,0.11801,0.17508,0.56026,0.00864,-0.11379,0,0.31376,0.07662,0.07116,0.19471,0.13973,0.08243,0.38873,0.00505,0.03298,0.01444,0.0565,0.00175,0,0,0,0,0,0,0,0,-3.99793,0,0,0,-3.99793,0,0,
Er2Cl2O2,0.14770999999999998,0.00058,0.13903,0.13901,0.09025,0.2997,0.0,0.2392,0.48318999999999995,0.09145,0.20035,0.56038,0.0385,-0.09767999999999999,0.0,0.36708,0.12195,0.03108,0.05042,0.08774,0.11599999999999999,0.37921,0.0,0.25615,0.04785,0.23874,0.26638,0,0,0.0,0.0,0.0,0.0,0.0,3.09659,0.93024,0.0,0.93024,12.93877,0.93024,0,0,
Sc5Cl8,0.06888,0.007370000000000001,0.036039999999999996,0.10386,0.04981,0.26550999999999997,0.0,0.31806999999999996,1.0,0.08108,0.06535,0.56038,0.03329,-0.09767999999999999,0.0,0.36708,0.14979,0.02818,0.05042,0.0,0.0008300000000000001,0.34954,0.0,0.04593,0.03449,0.0083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-6.17598,-7.50466,0.0,0.0,-7.50466,0,0,
Au4Se4O14,0.07819,0.0016600000000000002,0.09181,0.16592,0.17887999999999998,0.22983,0.01339,0.2392,0.48318999999999995,0.10883,0.13205,0.5602600000000001,0.01097,-0.1426,0.03538,0.70757,0.15219000000000002,0.0735,0.15975,0.09585,0.27915,0.38035,0.15754,0.16695,0.10217999999999999,0.7690100000000001,0.09012,0,0,0.0,0.0,0.0,0.0,0.0,5.712619999999999,3.5083800000000003,0.0,0.0,0.0,3.5518699999999996,0,0,
Ti2Cl6-T1,0.07388,0.00797,0.01526,0.10764000000000001,0.06155,0.15223,0.0,0.26728,1.0,0.06928,0.06798,0.56038,0.03896,-0.09711,0.0,0.36708,0.14553,0.02957,0.05042,0.24216999999999997,0.016569999999999998,0.29120999999999997,0.0,0.05745,0.01719,0.00618,0.22507,0,1,0.0,-9.71054,0.0,0.0,0.0,0.0,1.4437799999999998,1.49784,0.0,0.0,1.49784,0,0,
Mn2P2Se6,0.047939999999999997,0.01045,0.033010000000000005,0.02949,0.18677,0.10772999999999999,0.04405,0.25301,0.07006,0.14917,0.0693,0.86965,0.06738999999999999,-0.10654000000000001,0.11338,0.38201,0.23894,0.06435,0.43311000000000005,0.11874000000000001,0.19169,0.38035,0.00842,0.0937,-0.08623,0.00542,0.01805,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.59546,0.0,0.0,0.0,1.59546,0,0,
Nb2Br4O2,0.06069,0.00632,0.17972,0.18534,0.11779,0.25703000000000004,0.0,0.2392,0.25761,0.1424,0.17507999999999999,0.73332,0.01875,-0.09218,0.0,0.54578,0.10211,0.06184,0.19471,0.06892000000000001,0.07694,0.32576,0.0,0.16504000000000002,0.22915,0.00573,0.15345,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.06415,1.9081599999999999,0.0,0.0,1.9081599999999999,0,0,
Er2H2Cl2,0.15592,0.01457,0.13209,0.00798,0.0008300000000000001,0.32731,0.0,0.3223,0.12709,0.02409,0.09472,0.6261800000000001,0.0308,-0.09767999999999999,0.0,0.36708,0.12337999999999999,0.03081,0.05042,0.10504000000000001,0.14037,0.18939,0.0,0.0030800000000000003,0.04785,0.23874,0.27078,0,1,0.0,0.0,0.0,0.0,0.0,1.59805,0.96677,0.0,0.92263,13.02598,0.92263,1,0,
B1N1,0.12440999999999999,0.0028899999999999998,0.11044000000000001,0.16484000000000001,0.0,0.0,0.0,0.16783,0.19987,0.0,0.0,0.7852399999999999,0.0143,-0.11277000000000001,0.0,0.13116,0.34134000000000003,0.04906,0.0,0.0,0.08979,0.30413,0.0,0.0084,0.08723,0.0,0.04401,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4986900000000003,0.0,0.0,0.0,2.5491900000000003,0,1,
Bi2Br6,0.006670000000000001,0.007640000000000001,0.061329999999999996,0.02121,0.01821,0.2155,0.0,0.34979,0.11886,0.029710000000000004,0.05555,0.82595,0.01167,-0.09112,0.0,0.31376,0.06551,0.027089999999999996,0.15344000000000002,0.0,0.11547,0.50161,0.0,0.43173,0.13159,0.10805999999999999,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-3.12108,-6.87237,0.0,0.0,0.0,-6.87237,0,0,
Sc4I4O4,0.09611,0.00795,0.19008,0.22655,0.16738,0.21903000000000003,0.0,0.2392,0.48318999999999995,0.14844000000000002,0.16668,0.5602600000000001,0.04827,-0.09766,0.0,0.30301,0.10849,0.07085,0.19471,0.0,0.14422000000000001,0.34954,0.0,0.04593,0.03449,0.0083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9381099999999998,1.9381099999999998,0.0,0.0,1.9381099999999998,0,0,
Fe1Br2,0.05222,0.013019999999999999,0.02109,0.09375,0.05996,0.15394000000000002,0.0,0.21791999999999997,0.024730000000000002,0.057870000000000005,0.02652,0.93174,0.03415,-0.11379,0.0,0.31376,0.1233,0.05563,0.54345,0.0,0.00882,0.26354,0.0,0.08774,0.02394,0.00573,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.84907,0.0,-1.84907,11.49958,-1.84907,1,0,
Nb2Se4Cl4,0.031160000000000004,0.0057399999999999994,0.08438,0.08324,0.06858,0.25172,0.011170000000000001,0.25301,0.07006,0.07503,0.08156000000000001,0.86965,0.029810000000000003,-0.09218,0.3024,0.54578,0.06881,0.03452,0.05042,0.17496,0.07529,0.32576,0.03372,0.16504000000000002,0.10217999999999999,0.00573,0.27329000000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.6311,4.5586199999999995,0.0,0.0,7.451810000000001,0,0,
Cd1O1,0.031689999999999996,0.01196,0.10989000000000002,0.12665,0.1227,0.19362000000000001,0.0,0.21678000000000003,0.27339,0.14815,0.14187,0.70503,0.08162,-0.11209000000000001,0.0,0.30301,0.1515,0.0011,0.19471,0.00823,0.09379,0.30101,0.0,0.21894,0.0,0.02762,0.04446,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.75107,2.75107,0.0,0.0,2.75107,0,1,
U1C1O5,0.02053,0.03942,0.12072999999999999,0.2385,0.2423,0.33881999999999995,0.14683,0.18008,0.48318999999999995,0.31885,0.11842000000000001,0.5602600000000001,0.0377,-0.23503000000000002,0.0,0.75369,0.19442,0.34874,0.19471,0.010879999999999999,0.16993,0.29012,0.0,0.00536,0.01346,0.00734,0.09595,0,0,0.0,0.0,0.0,0.0,0.0,11.789069999999999,2.84617,4.8897,0.0,0.0,4.06311,0,0,
Zn1Re2O8,0.09723,0.11148,0.06989,0.20106,0.19372,0.06724,0.0,0.18213,0.48318999999999995,0.1272,0.14958,0.5602600000000001,0.046110000000000005,-0.12555999999999998,0.08417000000000001,0.30301,0.13209,0.0008300000000000001,0.19471,0.12472000000000001,0.20021,0.25647,0.057710000000000004,0.11524000000000001,0.0,0.017490000000000002,0.10569,0,1,0.0,0.0,0.0,0.0,0.0,2.50601,1.7995400000000001,1.73622,0.0,0.0,2.47255,0,0,
Zr2Br2,0.06842000000000001,0.005220000000000001,0.0020800000000000003,0.11930999999999999,0.054810000000000005,0.20954,0.0,0.30258,0.027989999999999998,0.060079999999999995,0.04205,0.9224,0.01989,-0.09021,0.0,0.31376,0.0493,0.03569,0.35699000000000003,0.0,0.00107,0.34109,0.0,0.11924000000000001,0.14017000000000002,0.007690000000000001,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.883,0.0,0.0,0.883,1,0,
Pb1I2-T1,0.02206,0.53185,0.11218,0.12277,0.04856,0.19476,0.0,0.40502,0.16034,0.01403,0.04324,0.78174,0.07027,-0.09766,0.0,0.27260999999999996,0.10064,0.07024,0.10034,0.0,0.08938,0.52273,0.0,0.2404,0.023569999999999997,0.15596,0.0,0,1,0.0,0.0,0.0,0.0,0.0,3.9790300000000003,2.2972900000000003,2.2972900000000003,0.0,0.0,2.2972900000000003,1,0,
P2W8Cl22,0.09576,0.00232,0.12197999999999999,0.10453,0.18602,0.24618,0.0,0.237,1.0,0.11057,0.11459000000000001,0.56038,0.01353,-0.09767999999999999,0.0,0.58465,0.10843,0.05557,0.05042,0.1804,0.2311,0.30468,0.0,0.26784,0.33941,0.10361,0.15423,0,0,0.0,0.0,0.0,0.0,0.0,-4.96504,-5.64095,-5.64095,0.0,0.0,-5.64095,0,0,
