Monolayer,Atom_EA_Min,Atom_HardnessRB_StDiv,Atom_IP8_Min,Atom_Inv_Diff_IP2_IP4_StDiv,Atom_Inv_Diff_IP5_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_ENGhosh2010_Group_Max,Atom_Inv_Mult_IP8_HeatCap_Median,Atom_Inv_Mult_IP8_LatticeConstant_StDiv,Atom_Inv_Mult_PoissonRatio_Ntotal_StDiv,Atom_Inv_Mult_SpeedSound_TDebye0_Min,Atom_Inv_Mult_SpeedSound_Zeff_Min,Atom_Inv_Mult_ThermalExpansion_Group_Min,Atom_Inv_Mult_ThermalExpansion_MolarVol_Median,Atom_Inv_Mult_dHAtom_Density_StDiv,Atom_Inv_Mult_dHFus_PoissonRatio_Min,Atom_Inv_SQR_RadiiBatsanov_Min,Atom_Log_Mult_IP1_MolarVol_Min,Atom_Log_Mult_IP1_MolarVol_Range,Atom_Log_Mult_IP8_LatticeConstant_Min,Atom_Log_Mult_PoissonRatio_Nvalence_Range,Atom_Log_Mult_dHFus_ThermalExpansion_Min,Atom_Log_Mult_dHVap_ThermalExpansion_Max,Atom_Log_Mult_dHVap_ThermalExpansion_Min,Atom_Log_Ratio_Density_BulkModule_Min,Atom_Log_Ratio_Density_Mass_StDiv,Atom_Log_Ratio_ENGhosh2010_Group_Min,Atom_Log_Ratio_IP1_IP8_Median,Atom_Log_Ratio_IP1_IP8_Min,Atom_Log_Ratio_IP4_EA_StDiv,Atom_Log_Ratio_IP5_IP6_Min,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Log_Ratio_RadiiCordero08_MolarVol_Max,Atom_Log_Ratio_SpeedSound_BulkModule_Min,Atom_Log_Ratio_dHFus_TDebye0_StDiv,Atom_MolarVol_Min,Atom_Mult_EA_DipolePolaris_StDiv,Atom_Mult_EA_YoungsModule_Median,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP1_Period_StDiv,Atom_Mult_IP7_EA_Min,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_MolarVol_Mean,Atom_Mult_ThermalCond_MolarVol_Median,Atom_Mult_ThermalCond_YoungsModule_Min,Atom_Mult_ThermalExpansion_BulkModule_StDiv,Atom_Mult_ThermalExpansion_TDebye0_StDiv,Atom_Ratio_BulkModule_Nvalence_Max,Atom_Ratio_EA_ThermalExpansion_Max,Atom_Ratio_EA_ThermalExpansion_Median,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_StDiv,Atom_Ratio_IP1_TDebye0_Min,Atom_Ratio_IP7_MolarVol_StDiv,Atom_Ratio_dHFus_dHAtom_StDiv,Atom_Ratio_dHVap_YoungsModule_StDiv,CN_Se_Mean,CrystSyst_hexagonal,CrystSyst_trigonal,EState_DistTopo_Cd_ENGhosh2010,EState_DistTopo_Cd_IP3,EState_DistTopo_Si_ENARrev,EState_Dist_Cd_EA,EState_Dist_Cd_ENARrev,EState_Dist_Hf_EA,EState_Dist_Mo_ENARrev,EState_Dist_Ni_ENARrev,EState_Dist_Pd_EA,EState_Dist_Pd_ENARrev,EState_Dist_Ti_ENARrev,EState_Topo_Cd_ENARrev,EState_Topo_Cd_ENGhosh2010,EState_Topo_Cd_Zeff,EState_Topo_Cd_dHAtom,EState_Topo_In_IP3,EState_Topo_Mo_ENGhosh2010,EState_Topo_Mo_Zeff,EState_Topo_Pd_IP1,EState_Topo_Ti_Zeff,Moment_ENGhosh2010_2,Moment_Mass_1,Moment_N_d_2,Moment_N_f_2,Moment_N_f_3,Moment_PoissonRatio_3,Moment_TCritical_1,Moment_TCritical_2,Moment_TCurie_3,Moment_ThermalExpansion_1,Moment_ThermalExpansion_2,Moment_YoungsModule_2,Ratio_ac,Ratio_bc,SG164,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_SpeedSound_1,Moment_TCurie_1,SG187
Zr1Ti1Se4,0.0040100000000000005,0.05279,0.14015999999999998,0.0724,0.09101,0.0516,0.10515,0.38282,0.35691,0.031760000000000004,0.19373,0.15527,0.0209,0.08031,0.09567,0.02434,0.15111,0.22873,0.68062,0.12552,0.69817,0.1587,0.71181,0.79225,0.70004,-0.72938,0.03809,-0.52741,-0.70633,-0.77368,0.15329,-0.10719,0.31592,-0.43882,0.5927100000000001,0.04882,0.13818,0.08603,0.02446,0.02333,0.06925,0.00777,0.29121,0.01862,0.0016300000000000002,7e-05,0.03803,0.03917,0.15278,0.14017000000000002,0.10218,0.01719,0.35925,0.05624,0.032560000000000006,0.03976,0.04501,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.59101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.45,-0.91097,-3.44098,-0.91856,0.0,0.0,-11.59211,-4.34981,-1.12065,0.0,-3.2743,-0.90215,-0.72173,0.15847999999999998,0.2753,0,0.00718,0.057720000000000014,0.08879,0.09921,0.25301,0.07006,0.04241,0.01424,0.86965,0.055020000000000006,-0.09021,0.38201,0.13314,0.35699000000000003,0.07669,0.02932,0.01266,0.05745,0.00618,0.06602999999999999,0.0,0.0,0.0,-3.83395,0.0,0
Np2Br6,0.00508,0.0,0.11217,0.04469,0.08366,0.28841999999999995,0.0,0.37705,0.50347,0.05384,0.0,0.0,0.0,0.0,0.0,0.03366,0.0,0.3025,0.6805399999999999,0.18561,0.71618,0.0,0.0,0.0,0.0,0.11349,0.07807,-0.51993,-0.6712199999999999,-0.68237,0.17338,-0.20595,0.0,-0.41883,0.0,0.0,0.15052,0.12019,0.0,0.054270000000000006,0.02281,0.00643,0.43343,0.003820000000000001,0.00045,0.0,0.0,0.0,0.00151,0.0,0.0,0.0,0.0,0.08369,0.024,0.07935,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52073,1.01142,5.38008,6.8540800000000015,12.24722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16517,0.3731,0,0.02112,0.031310000000000004,0.06563,0.08734,0.37998,0.0,0.10526,0.0612,0.0,0.0112,-0.11379,0.31376,0.11938,0.0,0.0,0.33873000000000003,0.0,0.41557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cu1Bi1P2Se6,0.0379,0.035710000000000006,0.1279,0.1152,0.27154,0.09762,0.00546,0.90271,0.35691,0.061729999999999986,0.16693,0.15527,0.03723,0.08031,0.09567,0.05119,0.24224,0.22873,0.6362300000000001,0.18714,0.732,0.6409600000000001,0.74142,0.8225899999999999,0.70004,-0.629,0.06331,-0.94963,-0.70633,-0.8140000000000001,0.06297,-0.7057399999999999,0.22292,-0.39001,0.51066,0.05736,0.09234,0.06932,0.02446,0.03174,0.06347,0.06784,0.3315,0.05866,0.0016300000000000002,7e-05,0.09795,0.03432,0.77778,0.14014,0.10218,0.10218,0.30768,0.07703,0.08249,0.08676,0.01223,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86337,1.11113,3.80507,1.90253,11.73439,11.73439,0.0,0.0,0.0,0.39114,3.82848,4.64493,0.28082,0.28082,0,0.03642,0.09381,0.06434,0.18827,0.21882,0.07006,0.12903,0.04825,0.86965,0.02664,-0.09112,0.38201,0.08915,0.15344000000000002,0.0931,0.09674,0.21697,0.13725,0.01308,0.06649,0.0,0.0,0.0,0.71804,0.0,0
Pd2Se2O6,0.02854,0.05798,0.1258,0.14383,0.12685,0.22313,0.00295,0.39645,0.21552,0.1348,0.12912,0.15527,0.04455,0.08031,0.12603,0.05314,0.21796,0.28792,0.67778,0.19022,0.70712,0.2466,0.78597,0.80689,0.70004,-0.61928,0.04802,-0.5446300000000001,-1.0,-1.0,0.05585,-0.18565,0.14212,-0.42103,0.43844,0.05139,0.11117,0.08909,0.05341,0.032760000000000004,0.10045,0.03968,0.36614,0.0239,9e-05,7e-05,0.13519,0.03134,0.1,0.10218,0.09566,0.08914,0.3799,0.10642,0.31816,0.10717,0.01028,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09591,-25.97374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1618,0.0,0.0,-2.46999,0.0,0.0,0.0,-12.18544,0.0,0.0,0.0,-2.8239400000000003,0.0,0.0,0.20031,0.20031,0,0.00913,0.14286,0.14765,0.14194,0.2392,0.48319,0.15637,0.14719000000000002,0.5602600000000001,0.01898,-0.10915,0.38201,0.06602000000000001,0.19471,0.09235,0.15827,0.054970000000000005,0.16695,0.00921,0.08062000000000001,0.0,-0.18333,0.0,-2.53555,0.0,0
Pb2,0.01848,0.0,0.1258,0.0,0.0,0.0,0.0,0.94545,0.21993,0.0,0.0,0.30096,0.16034,0.08997000000000001,0.13622,0.0,0.8609399999999999,0.22873,0.77952,0.0,0.73485,0.0,0.73282,0.82605,0.82605,-0.32022,0.0,-0.97239,-0.66938,-0.66938,0.0,-0.10777,0.0,-0.58513,0.50283,0.0,0.23714,0.0,0.00705,0.0,0.0,0.02547,0.52273,0.12197,0.12197,0.00707,0.0,0.0,0.06389,0.02357,0.02357,0.02357,0.0,0.24436,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54969,0.94027,1.54969,1.54969,6.3101400000000005,6.3101400000000005,0.94027,1.54969,0.0,0.94027,1.54969,1.54969,0.27645,0.27668000000000004,0,0.0,0.0,0.0,0.0,0.40502,0.16034,0.0,0.0,0.78174,0.0,-0.11238,0.05912000000000001,0.0,0.10034,0.0,0.0,0.0,0.57455,0.15596,0.0,0.0,0.0,0.0,0.94027,0.0,0
Mn1I2,-0.05076,0.02597,0.1581,0.13872,0.00304,0.01534,0.0,0.39914,0.29031,0.035289999999999995,0.0,0.27088,0.02361,0.05991000000000001,0.07302,0.04547,0.1697,0.28792,0.63537,0.25302,0.8122699999999999,0.0,0.8416100000000001,0.8215899999999999,0.8215899999999999,-0.64345,0.13215,-0.54796,-0.64186,-0.78614,0.08075,-0.21224,0.0,-0.36809,0.58107,0.06917999999999999,0.09545,0.43341,-0.23972,0.11792,0.16462000000000002,-0.08332,0.71245,0.00512,0.0022,0.0195,0.0,0.0,0.09524,-0.08623,-0.08623,-0.08623,0.0,0.06287999999999999,0.12259,0.07381,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1890400000000003,1.21454,2.14304,0.0,0.0,11.66015,0.0,0.0,0.0,2.0621400000000003,3.57174,3.57174,0.17685,0.17685,1,0.01028,0.11056,0.14468,0.1008,0.49634,0.02361,0.03908,0.01162,0.9381,0.07317,-0.09766,0.27261,0.23884,0.70733,0.0,0.12842,0.0,0.0937,0.00542,0.0,0.0,0.0,0.0,2.0621400000000003,0.0,0
Mg1Al2H8,-0.01624,0.09117,0.27878000000000003,0.0053100000000000005,0.02442,0.00635,0.14407,0.47542,0.64472,0.013330000000000002,0.00893,0.27825,0.01948,0.014980000000000004,0.09333,0.01974,0.3053,0.25,0.64986,0.1514,0.77657,0.21591,0.7994600000000001,0.8528700000000001,0.77908,-0.76378,0.03124,-0.6340399999999999,-0.92861,-0.92861,0.01241,-0.16111,0.0485,-0.48916,0.6471100000000001,0.13577999999999998,0.12987,0.0559,0.03668,0.01343,0.04571,-0.05033,0.18939,0.12069,0.00039,0.09091,0.04487,0.0001,0.14074,0.03506,0.03506,-0.02414,0.00245,0.04782,0.07754,0.11432,0.01609,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36242,1.66641,0.0,0.0,0.0,13.38119,1.30033,2.25224,0.0,1.75453,3.03893,2.80008,0.19435,0.19435,1,0.01013,0.1432,0.01114,0.00247,0.2626,0.02659,0.02296,0.00983,0.6261800000000001,0.27847,-0.11107,0.13694,0.04999,0.92304,0.03628,0.04362,0.055060000000000005,0.0030800000000000003,0.02732,0.031,0.0,0.0,0.0,1.55625,0.0,0
Zn1Cl2,0.0,0.03072,0.1823,0.0727,0.02412,0.11761,0.0,0.41907,0.28135,0.01619,0.0,0.29147,0.03816,0.07379,0.06539,0.09279,0.31746,0.27438,0.7075,0.153,0.70608,0.0,0.8036800000000001,0.7884800000000001,0.7884800000000001,-0.52258,0.09857,-0.57194,-0.7912600000000001,-0.7912600000000001,0.0,-0.20771,0.0,-0.46694,0.61942,0.0,0.11896,0.13248,0.0,0.036910000000000005,0.00969,0.0,0.25647,0.06761,3e-05,0.15818,0.0,0.0,0.19444,0.0,0.0,0.0,0.0,0.09878,0.07714,0.08631,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52219,1.35341,1.82928,0.0,0.0,11.37068,1.82928,1.82928,0.0,1.82928,1.82928,1.82928,0.16088,0.16088,0,0.11068,0.0402,0.07287,0.04026,0.18213,1.0,0.05984,0.06132000000000001,0.56038,0.06183,-0.09768,0.36708,0.17305,0.05042,0.198,0.04557,0.0,0.11524,0.017490000000000002,0.28148,0.0,0.0,0.0,1.74086,0.0,0
Pd4I8,0.02854,0.0701,0.1258,0.06919,0.00217,0.20822,0.0,0.39914,0.29031,0.11603,0.0,0.30109,0.04455,0.15738,0.15639,0.03161,0.21796,0.28792,0.67778,0.21062,0.70712,0.0,0.78597,0.80689,0.80689,-0.61928,0.11586,-0.54796,-0.64186,-0.64186,0.10868,-0.21224,0.0,-0.42103,0.43844,0.01262,0.11117,0.2299,0.08235,0.04581,0.07728,0.03968,0.36614,0.04068,0.0022,0.11,0.0,0.0,0.1,0.08914,0.08914,0.08914,0.0,0.10642,0.08031,0.08154,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39119,-2.44021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365,0.0,-4.23921,-12.58407,-4.23921,0.0,0.0,-3.4963900000000003,0.0,0.0,0.0,-12.58406,-4.23921,-4.23921,0.27595,0.33447,0,0.0076,0.03573,0.08651,0.057720000000000014,0.24625,0.04455,0.0395,0.01949,0.8759100000000001,0.02035,-0.09766,0.27261,0.0453,0.25886,0.0,0.0429,0.0,0.23575,0.00921,0.0,0.0,-8.375,0.0,-12.58407,0.0,0
Ni1Te2,0.05874,0.01704,0.14991,0.19785,0.32603000000000004,0.11235,0.0,0.40597,0.28899,0.05804,0.0,0.19864,0.02791,0.13859000000000002,0.10602,0.02455,0.16822,0.28513,0.62238,0.20611,0.73015,0.0,0.8092699999999999,0.82275,0.82275,-0.688,0.12287,-0.5563100000000001,-0.66476,-0.73441,0.05455,-0.20269,0.0,-0.3869,0.51071,0.10152,0.08557999999999999,0.04998,0.1026,0.04657,0.10591,0.10676,0.32323,0.04596,0.01171,0.0016300000000000002,0.0,0.0,0.1,0.16158,0.16158,0.16158,0.05834,0.05541,0.13358,0.14134000000000002,0.00745,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92557,2.64167,0.95542,0.0,0.0,-1e-05,0.0,0.0,-1e-05,4.05436,1.67199,1.3703299999999998,0.14934,0.14934,0,0.02102,0.11705,0.09291,0.16385999999999998,0.2383,0.08993,0.00334,0.02223,0.85814,0.06165,-0.11962,0.41538,0.04337,0.26225,0.13931,0.01759,0.10756,0.0992,0.007640000000000002,0.066,1.15,0.0,80.0,3.15809,4.05436,1
Zr1S2,0.02168,0.06116,0.14015999999999998,0.0373,0.00875,0.14243,0.0,0.39608,0.44179,0.0475,0.0,0.2603,0.02799,0.13033,0.53027,0.00743,0.15111,0.22873,0.7198399999999999,0.08703999999999999,0.69817,0.0,0.71181,0.78373,0.78373,-0.3006,0.01081,-0.54418,-0.8313799999999999,-0.8313799999999999,0.07537,-0.1116,0.0,-0.4819600000000001,0.0,0.0,0.18208,0.02725,0.03515,0.01715,0.01527,0.03343,0.34109,0.02065,0.00061,0.01949,0.0,0.0,0.00713,0.14017000000000002,0.14017000000000002,0.14017000000000002,0.0,0.07914,0.09667,0.08236,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842200000000001,3.37471,1.6908,0.0,0.0,-4e-05,4.10009,1.6908,0.0,4.10009,1.6908,1.6908,0.15164,0.15164,0,0.00495,0.06118,0.038360000000000005,0.037160000000000006,0.30258,0.02799,0.05308,0.056020000000000014,0.9224,0.03684,-0.09021,0.48265,0.1261,0.35699000000000003,0.0,0.00325,0.0,0.11924,0.0076900000000000015,0.0,0.0,0.0,0.0,4.10009,0.0,1
Cu2Te2-T1,0.06273,0.0,0.14991,0.21188,0.28772,0.09694,0.0,0.40597,0.38174,0.06144,0.0,0.19864,0.03723,0.12381,0.0929,0.0122,0.24224,0.28513,0.6362300000000001,0.19226,0.7358600000000001,0.0,0.79973,0.8225899999999999,0.8225899999999999,-0.629,0.12193,-0.5563100000000001,-0.70117,-0.73757,0.05649,-0.14753,0.0,-0.39001,0.51066,0.10342,0.09234,0.0567,0.14855,0.06197,0.10965,0.12006,0.3315,0.27723000000000003,0.27723000000000003,0.0016300000000000002,0.0,0.0,0.77778,0.14014,0.14014,0.14014,0.05916,0.07703,0.13681,0.15344000000000002,0.01365,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98435,0.82132,2.98435,0.0,0.0,11.9615,0.0,0.0,0.0,0.82132,2.98435,2.98435,0.13733,0.16633,0,0.03524,0.12314,0.11218,0.15991,0.21882,0.06358,0.00043,0.01515,0.8756299999999999,0.05023,-0.17867,0.34788,0.01226,0.26225,0.09107,0.02395,0.32747,0.13725,0.01308,0.07157999999999999,0.0,0.0,56.0,0.82132,0.0,0
Co1I2,0.03367,0.00782,0.1581,0.13046,0.00319,0.10691,0.0,0.39914,0.29031,0.21808,0.0,0.33241,0.0279,0.12857000000000002,0.11061,0.05609,0.1786,0.2995,0.6292300000000001,0.25917,0.6882199999999999,0.0,0.79586,0.8214,0.8214,-0.68805,0.14739000000000002,-0.54796,-0.64186,-0.7206199999999999,0.10528,-0.21224,0.0,-0.36492,0.50492,0.06155,0.08662,0.19161,0.16784000000000002,0.04148,0.15155,0.05981,0.23049,0.0439,0.0022,0.26389,0.0,0.0,0.11111,0.09547,0.09547,0.09547,0.0,0.05927,0.15247,0.09965,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29675,0.7956,1.25778,0.0,0.0,11.53477,0.0,0.0,11.53477,0.0,0.0,0.0,0.16998,0.16998,1,0.01567,0.00444,0.17037,0.11917,0.18071,0.0279,0.02576,0.02244,0.92022,0.05256,-0.09766,0.27261,0.01757,0.5233399999999999,0.0,0.07753,0.0,0.10284,0.006509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
Cu2I2-T1,0.06273,0.0,0.1581,0.15611,0.00322,0.12729,0.0,0.39914,0.3824,0.19302,0.0,0.31065,0.03723,0.12381,0.0929,0.04622,0.24224,0.2995,0.6362300000000001,0.25217,0.7358600000000001,0.0,0.79973,0.8225899999999999,0.8225899999999999,-0.629,0.14843,-0.54796,-0.68971,-0.73757,0.07948,-0.21224,0.0,-0.39001,0.51066,0.058829999999999986,0.09234,0.15529,0.1945,0.02556,0.16552999999999998,0.12006,0.3315,0.27248,0.27248,0.65657,0.0,0.0,0.77778,0.14014,0.14014,0.14014,0.0,0.07703,0.16385,0.10346,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38681,2.06704,2.38681,0.0,0.0,13.80712,0.0,0.0,0.0,2.06704,2.38681,2.38681,0.17365999999999998,0.17365999999999998,1,0.03626,0.06347,0.18118,0.12880999999999998,0.21882,0.03723,0.01895,0.03267,0.89312,0.0377,-0.09766,0.34788,0.03764,0.4444,0.0,0.02989,0.0,0.13725,0.01308,0.0,0.0,0.0,0.0,2.06704,0.0,0
Co1Te1O4,0.03367,0.08155,0.14991,0.17354,0.21909,0.21555,0.0,0.40597,0.21552,0.1127,0.0,0.19864,0.0279,0.12857000000000002,0.11061,0.05045,0.1786,0.28513,0.6292300000000001,0.23877,0.6882199999999999,0.0,0.79586,0.8214,0.8214,-0.68805,0.07745,-0.5563100000000001,-1.0,-1.0,0.054720000000000005,-0.14407,0.0,-0.36492,0.50492,0.10986,0.08662,0.1284,0.13522,0.08497,0.10094,0.05981,0.23049,0.02323,9e-05,0.0016300000000000002,0.0,0.0,0.11111,0.09547,0.09547,0.09547,0.06244,0.05927,0.29632,0.20179,0.00727,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72877,-2.50066,-0.6266,0.0,0.0,-10.9062,0.0,0.0,-10.9062,-1.12991,-1.52174,-1.26208,0.13882,0.24552,0,0.01721,0.16898,0.13985,0.16658,0.18071,0.48319,0.14264000000000002,0.14424,0.5602600000000001,0.04322,-0.13998,0.32337,0.02775,0.19471,0.12,0.08642999999999999,0.13113,0.10284,0.006509999999999999,0.09933,0.0,0.0,-4.16667,-1.94651,-1.12991,0
In2Se2-T1,0.01949,0.03495,0.13639,0.14444,0.12616,0.07508,0.07189,0.43519,0.36165,0.07595,0.0,0.15527,0.07006,0.07521,0.10076,0.02122,0.5703699999999999,0.25,0.71672,0.08942,0.73546,0.0,0.69182,0.86177,0.70004,-0.12579,0.00556,-0.5905100000000001,-0.72741,-0.7485,0.12104,-0.15109,0.0,-0.5574600000000001,0.9275,0.01818,0.20467,0.06604,0.01479,0.03271,0.07812999999999999,0.02925,0.38035,0.12413,0.12413,7e-05,0.0,0.02625,0.0076900000000000015,0.10218,0.06228,0.02238,0.28891999999999995,0.17873,0.025810000000000003,0.03178,0.21677,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0002,0.0,0.0,0.0,0.0,2.83773,1.20502,2.9354,0.0,0.0,12.68348,2.0337,3.5224800000000003,0.0,0.94474,2.89377,2.96335,0.16034,0.16034,0,0.07217,0.007559999999999998,0.01278,0.04214,0.25301,0.10452,0.02582,0.01796,0.8253299999999999,0.00146,-0.11417,0.38201,0.15216,0.11107,0.16102,0.06627000000000001,0.00566,0.16695,0.19118,0.02347,0.0,0.0,0.0,0.54128,0.0,1
Zn1Cu3H6Cl2O6,0.0,0.03644,0.17402,0.05778,0.02916,0.15916,0.0,0.41907,0.24844,0.07925,0.07658999999999999,0.29147,0.02659,0.07379,0.0929,0.06626,0.24224,0.27438,0.6362300000000001,0.23177,0.70608,0.1403,0.79973,0.8225899999999999,0.7884800000000001,-0.629,0.07531,-0.57194,-0.8956299999999999,-1.0,0.060620000000000014,-0.20771,0.08801,-0.39001,0.51066,0.18185,0.09234,0.11211,0.1945,0.043210000000000005,0.13959000000000002,0.0,0.18939,0.10189,0.00039,0.15818,0.01263,0.04675,0.77778,0.14014,0.14014,0.0,0.00191,0.07703,0.29796,0.10929,0.0135,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89941,2.04307,4.08139,0.0,0.0,12.16956,3.14186,5.44185,0.0,2.49141,4.31525,4.0212900000000005,0.25817,0.25817,1,0.11127,0.20301,0.1073,0.07779,0.18213,0.03769,0.13583,0.20035,0.6261800000000001,0.04759,-0.09768,0.36708,0.10849,0.05042,0.14706,0.11498,0.21581,0.0030800000000000003,0.01308,0.20301,0.0,0.0,0.0,2.04806,0.0,0
Si6Sb6,0.05317,0.0231,0.14572000000000002,0.01611,0.017269999999999997,0.16809000000000002,0.0095,0.44173,0.38982,0.09548,0.0,0.21941,0.06221,0.25325,0.67825,0.04826,0.0,0.25,0.72865,0.07393,0.74105,0.0,0.72469,0.66776,0.65198,-0.86021,0.04743,-0.5978600000000001,-0.7694,-0.8699,0.01595,-0.34277,0.0,-0.55253,0.47779,0.01301,0.15662,0.01376,0.0744,0.16632,0.1441,0.08565,0.45556,0.21427,0.21427,0.016669999999999997,0.015030000000000003,0.00953,0.13889,1.0,0.58908,0.17817,0.00217,0.04372,0.14201,0.10693,0.08498,0.0,0,0,0.0,0.0,7.14756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8491299999999999,-4.920719999999998,-1.00552,0.0,0.0,0.0,0.0,0.0,0.0,-4.92788,-0.94144,-0.85108,0.16037,0.46437,0,5e-05,0.10387,0.28501,0.15892,0.33357,0.06296,0.06638,0.032010000000000004,0.8523200000000001,0.06954,-0.09651,0.52772,0.14958,0.33402,0.06769,0.09167,0.03617,0.0192,0.07647000000000001,0.37378,0.0,0.0,0.0,-5.31072,0.0,0
